Timestamp, j0, j1, j2, j3, j4, j5, j8, j7
0.16,-2.8871706750191324,-3.7536557110081565,1.399739432881566,2.650048350488253,2.7283520246575192,3.53507542963055,1.8881509566562569,1.5807395877363
0.17,-2.8850372320486426,-3.761803074276431,1.3952447331111453,2.6533444704951283,2.73083235444482,3.529576635271355,1.8881280639862896,1.5814862575036008
0.18,-2.8828040068900633,-3.769714398228067,1.390718411028976,2.6564780165633146,2.7333596285877264,3.5242887733149835,1.8879590238161321,1.5820538730255003
0.19,-2.8804719921332365,-3.777397019539328,1.3861606155698045,2.659449557725689,2.7359321478324,3.5192087034211976,1.8876525168987537,1.582443342202379
0.2,-2.8780424451763515,-3.784858039390462,1.3815715987035693,2.662259726423978,2.738548224123075,3.514333426416596,1.887216674114838,1.5826556550273139
0.21,-2.875516856950553,-3.7921043116240387,1.3769517133499443,2.664909210360309,2.7412061770064793,3.5096600834194494,1.8866591189751827,1.5826918853086092
0.22,-2.8728969233443085,-3.7991424349972003,1.3723014105416664,2.6673987454443466,2.7439043308486943,3.505185953599942,1.8859870070246243,1.5825531922497584
0.23,-2.870184519133703,-3.805978748818376,1.3676212359654978,2.669729109685964,2.746641012795253,3.5009084508690234,1.885207062185133,1.5822408218447483
0.24,-2.867381674225306,-3.8126193313656587,1.362911825994764,2.6719011178987104,2.7494145514055006,3.4968251197427804,1.8843256101243486,1.5817561080525384
0.25,-2.8644905520241393,-3.819070000577055,1.3581739033141136,2.6739156170941527,2.752223275893636,3.492933630589401,1.883348608769641,1.5811004737203886
0.26,-2.8615134297486806,-3.8253363165832726,1.3534082722253746,2.6757734824611816,2.755065515911051,3.489231774431673,1.882281676110098,1.5802754312313767
0.27,-2.8584526805263706,-3.8314235857228165,1.348615813712997,2.677475613837417,2.7579396018073212,3.4857174574489282,1.8811301154423699,1.5792825828568922
0.28,-2.8553107571156753,-3.837336865738126,1.3437974803384343,2.6790229325918196,2.7608438653102576,3.4823886952976792,1.8798989382231548,1.5781236208000915
0.29,-2.8520901771137184,-3.843080971901613,1.3389542910247654,2.6804163788484994,2.7637766405687008,3.479243607349359,1.8785928846930184,1.57680032692121
0.3,-2.848793509521226,-3.8486604838628096,1.334087325785769,2.6816569089915334,2.766736265505082,3.4762804109259418,1.8772164424345028,1.5753145721402353
0.31,-2.845423362548747,-3.854079753043559,1.329197720447369,2.6827454933993686,2.7697210834281667,3.473497415599382,1.8757738630231588,1.5736683155167428
0.32,-2.84198237255955,-3.8593429104381696,1.3242866614037856,2.683683114365221,2.7727294448597566,3.4708930176082733,1.8742691769239974,1.57186360301067
0.33,-2.8384731940551418,-3.864453874700589,1.3193553804457165,2.6844707641667975,2.7757597095324584,3.4684656944345433,1.8727062067785272,1.5699025659314403
0.34,-2.8348984906189414,-3.8694163604216816,1.3144051496933669,2.685109443254779,2.7788102485188944,3.466213999574091,1.8710885792194767,1.5677874190861578
0.35,-2.8312609267422846,-3.8742338865172297,1.309437276663039,2.6856001585348723,2.781879446455921,3.4641365575276843,1.86941973534183,1.5655204586405604
0.36,-2.827563160464601,-3.8789097846619245,1.3044530994922623,2.6859439217229424,2.7849657038305513,3.462232059032032,1.8677029399501925,1.5631040597090466
0.37,-2.8238078367664197,-3.88344720771681,1.2994539823449796,2.68614174775684,2.788067439297305,3.4604992565454635,1.8659412896939223,1.5605406736923886
0.38,-2.8199975816598175,-3.8878491381078173,1.2944413110151287,2.686194653252134,2.7911830919996783,3.4589369599979833,1.8641377201930538,1.5578328253837057
0.39,-2.816134996926147,-3.89211839612152,1.289416488743976,2.686103654992058,2.7943111238712866,3.457544032811435,1.8622950122498874,1.5549831098649125
0.4,-2.8122226554554004,-3.8962576480913285,1.2843809322637938,2.685869768444698,2.7974500218950125,3.4563193881920453,1.860415797233276,1.5519941892171747
0.41,-2.8082630971455083,-3.900269414453306,1.2793360680778705,2.6854940063027852,2.80059830030118,3.4552619856946127,1.8585025617151671,1.5488687890699302
0.42,-2.8042588253232523,-3.904156077655779,1.2742833289844182,2.6849773770434995,2.80375450268835,3.454370828054954,1.8565576514318514,1.545609695013755
0.43,-2.800212303651419,-3.9079198899111494,1.2692241508496542,2.6843208835074512,2.8069172040528265,3.45364495828493,1.8545832746356643,1.5422197489028062
0.44,-2.7961259534893474,-3.911562980781916,1.2641599696332082,2.68352552149755,2.8100850127153136,3.453083457022317,1.852581504896572,1.5387018450727685
0.45,-2.7920021516762397,-3.9150873645959887,1.259092218667013,2.682592278399809,2.813256572135439,3.4526854401259675,1.8505542834071504,1.535058926500181
0.46,-2.7878432287085024,-3.9184949476890316,1.2540223261869827,2.6815221318293183,2.8164305626069774,3.4524500565050715,1.8485034208389375,1.5312939809287565
0.47,-2.7836514672840864,-3.9217875354739027,1.24895171311507,2.680316048305666,2.8196057028286265,3.45237648616985,1.846430598792985,1.527410036987839
0.48,-2.779429101188274,-3.924966839339279,1.2438817910877042,2.6789749819630364,2.8227807513470635,3.4524639384896623,1.844337370882666,1.5234101603275036
0.49,-2.775178314496696,-3.928034483381377,1.2388139607251656,2.6774998733010746,2.825954507870759,3.4527116506432534,1.8422251634823792,1.5192974497940053
0.5,-2.770901241072569,-3.930992010974301,1.233749610135118,2.6758916479834194,2.8291258144546445,3.453118886244704,1.8400952761717417,1.5150750336683514
0.51,-2.766599964336242,-3.9338408911860254,1.228690113642324,2.6741512156915777,2.83229355655719,3.453684934127538,1.8379488819011682,1.5107460659897332
0.52,-2.762276517286179,-3.936582525048368,1.2236368307354795,2.6722794690425764,2.8354566639728085,3.45440910726837,1.8357870269013763,1.5063137229844108
0.53,-2.75793288275145,-3.939218251690544,1.2185911052211293,2.6702772825795855,2.838614111643687,3.455290741830437,1.8336106303563566,1.501781199619442
0.54,-2.753570993856717,-3.941749354347059,1.2135542645737614,2.668145511845496,2.8417649203562214,3.456329196306308,1.8314204838566797,1.4971517062993764
0.55,-2.74919273468158,-3.944177066251749,1.208527619470397,2.6658849925502586,2.844908157328168,3.457523850738015,1.8292172506476885,1.492428465722732
0.56,-2.7447999410969524,-3.946502576430784,1.203512463497314,2.6634965398436585,2.8480429366934157,3.458874105991754,1.8270014646851533,1.4876147099137311
0.57,-2.7403944017619546,-3.94872703540838,1.198510073015919,2.6609809477061592,2.85116841989197,3.460379383063179,1.8247735295093392,1.4827136774434244
0.58,-2.735977859265552,-3.9508515608398027,1.1935217071742434,2.6583389884714546,2.8542838159732926,3.4620391223880964,1.8225337169471798,1.4777286108529561
0.59,-2.7315520113978997,-3.9528772430870416,1.18854860805003,2.655571412495507,2.8573883818215635,3.4638527831320864,1.8202821656513586,1.4726627542903579
0.6,-2.7271185125370203,-3.9548051507532227,1.1835920009109195,2.652678947988046,2.8604814223117634,3.465819842431212,1.818018879484611,1.4675193513708682
0.61,-2.7226789751370886,-3.956636336192427,1.1786530945767961,2.64966230102385,2.8635622904056746,3.4679397945544665,1.8157437257574731,1.4623016432693896
0.62,-2.718234971305149,-3.958371841012085,1.1737330818689218,2.6465221557525664,2.8666303871970005,3.4702121499570198,1.813456433328058,1.4570128670522773
0.63,-2.713788034453614,-3.960012701585486,1.1688331401300383,2.6432591748274006,2.869685161914795,3.4726364341915863,1.8111565905732736,1.4516562542542197
0.64,-2.7093396610163105,-3.9615599545921465,1.1639544317991475,2.6398740000746703,2.8727261118942917,3.475212186643369,1.8088436432422137,1.4462350297044873
0.65,-2.7048913122161906,-3.9630146426038366,1.1590981050241702,2.6363672534280345,2.875752782524003,3.4779389590520475,1.8065168922043433,1.4407524106052727
0.66,-2.7004444158730436,-3.9643778197338655,1.1542652942951181,2.632739538153083,2.8787647671776497,3.4808163137821615,1.8041754911075574,1.4352116058632205
0.67,-2.696000368239685,-3.9656505573667933,1.1494571210797824,2.62899144038996,2.8817617071390704,3.4838438218010257,1.8018184439643157,1.4296158156734797
0.68,-2.6915605358550745,-3.966833949984984,1.144674694443226,2.625123531043725,2.8847432915277156,3.4870210603210134,1.7994446026878663,1.4239682313537163
0.69,-2.6871262574026544,-3.9679291211072836,1.1399191116315643,2.621136368054197,2.8877092572317085,3.490347610060715,1.7970526646051528,1.4182720354234244
0.7,-2.6826988455618928,-3.96893722935354,1.135191458599614,2.6170304990790663,2.8906593888546834,3.4938230520771536,1.7946411699783977,1.4125304019215477
0.71,-2.678279588840504,-3.969859474646598,1.1304928104609846,2.6128064646259626,2.8935935186817208,3.4974469641190025,1.7922084995736507,1.4067464969528145
0.72,-2.673869753374137,-3.970697104560692,1.1258242318380838,2.6084648016709298,2.8965115266686565,3.5012189164486975,1.7897528723218217,1.4009234794502528
0.73,-2.669470584679423,-3.9714514208217526,1.1211867770882995,2.6040060478022236,2.8994133404578646,3.5051384670795636,1.7872723431259614,1.3950645021380235
0.74,-2.6650833093451762,-3.9721237859608953,1.1165814903813533,2.5994307459294164,2.9022989354222304,3.5092051563727633,1.784764800877835,1.389172712674958
0.75,-2.660709136645192,-3.9727156301171824,1.1120094056014747,2.5947394495983027,2.9051683347374944,3.51341850093817,1.782227966757181,1.3832512549549218
0.76,-2.656349260054553,-3.9732284579794857,1.1074715460466997,2.5899327289518763,2.90802160948138,3.5177779867833974,1.7796593928984712,1.377303270535341
0.77,-2.652004858649573,-3.9736638558498174,1.1029689238962737,2.58501117737648,2.9108588787559455,3.522283061656442,1.7770564615224231,1.3713319001598472
0.78,-2.6476770983695324,-3.9740234988017087,1.0985025394159087,2.579975418869862,2.9136803098273774,3.5269331265300123,1.774416384642908,1.3653402853350036
0.79,-2.643367133116221,-3.9743091578969634,1.0940733798696114,2.574826116164038,2.916486118274985,3.531727526179941,1.7717362044740697,1.359331569914457
0.8,-2.6390761056650187,-3.974522707412314,1.0896824181060285,2.5695639796302303,2.919276568138419,3.536665538816535,1.7690127946772098,1.353308901636625
0.81,-2.634805148358879,-3.9746661320140775,1.0853306107869323,2.5641897769854176,2.9220519720491662,3.5417463647367033,1.7662428626019726,1.3472754335542207
0.82,-2.630555383554262,-3.9747415338038206,1.081018896225692,2.5587043438097727,2.924812691329135,3.5469691139766617,1.7634229526911365,1.3412343252856223
0.83,-2.626327923785808,-3.974751139141336,1.0767481918045705,2.5531085948711936,2.9275591360357,3.5523327929604545,1.7605494512323152,1.335188744009462
0.84,-2.6221238716146074,-3.9746973051330294,1.0725193909416375,2.5474035362367835,2.9302917649289473,3.557836290158883,1.7576185926523589,1.3291418651150302
0.85,-2.617944319123354,-3.9745825256543297,1.068333359581225,2.541590278131273,2.933011085333107,3.5634783607971605,1.7546264675603114,1.323096872412453
0.86,-2.613790347020792,-3.97440943675439,1.064190932186437,2.5356700484786487,2.9357176528604128,3.569257610678074,1.7515690327513742,1.3170569577984936
0.87,-2.6096630233178146,-3.9741808212705934,1.0600929072184986,2.5296442070355445,2.9384120709619634,3.575172479220902,1.7484421233861538,1.3110253202666837
0.88,-2.6055634015387024,-3.9738996124600208,1.0560400420959524,2.5235142599932123,2.941094990266768,3.5812212218548805,1.7452414675551358,1.3050051641449256
0.89,-2.6014925184335405,-3.9735688964359963,1.0520330476371145,2.517281874889311,2.94376710766724,3.5874018919494826,1.7419627034262655,1.2989996964403672
0.9,-2.5974513911621773,-3.9731919131812434,1.0480725820019672,2.510948895631786,2.946429165107187,3.5937123225117147,1.7386013991520857,1.2930121231710323
0.91,-2.593441013926467,-3.9727720558965127,1.0441592441649041,2.50451735739554,2.949081948027094,3.600150107932157,1.7351530756804683,1.2870456445672356
0.92,-2.589462354036289,-3.9723128684363727,1.0402935669674571,2.4979895011095556,2.95172628342155,3.606712586115255,1.7316132325680704,1.2811034490341162
0.93,-2.5855163474061778,-3.97181804058397,1.036476009820181,2.4913677872092577,2.95436303746534,3.613396821383535,1.7279773768370164,1.2751887057805849
0.94,-2.581603893493478,-3.971291400925849,1.0327069511449152,2.48465490828823,2.9569931126682882,3.620199588597525,1.7242410548421794,1.2693045560403986
0.95,-2.577725849705795,-3.970736907108242,1.0289866806721406,2.4778538002474524,2.959617444524808,3.6271173589801546,1.7203998870287016,1.2634541028386113
0.96,-2.5738830253249665,-3.9701586332892687,1.025315391732304,2.4709676515119323,2.9622369976324183,3.634146288172765,1.7164496053578095,1.2576403992916743
0.97,-2.570076175016508,-3.9695607546485636,1.021693173703724,2.4639999098671854,2.964852761264491,3.6412822070755877,1.712386093065424,1.2518664354719988
0.98,-2.566305992016819,-3.9689475288777576,1.0181200048017143,2.4569542864648475,2.967465744396152,3.6485206160344457,1.708205426295647,1.2461351239173284
0.99,-2.5625731011145585,-3.968323274651913,1.0145957454123165,2.4498347565610095,2.9700769701985084,3.655856682923417,1.703903917024445,1.2404492839207448
1.0,-2.558878051566312,-3.9676923471724397,1.011120132187841,2.442645556585516,2.9726874700348267,3.663285245636532,1.6994781565636123,1.2348116247967786
1.01,-2.5552213101086,-3.967059110973944,1.0076927731285144,2.435391177197553,2.9752982770124135,3.670800819437474,1.6949250588184959,1.2292247283804647
1.02,-2.5516032542468534,-3.9664279102973676,1.0043131438732933,2.428076352063308,2.9779104191649375,3.6783976095231536,1.6902419023730324,1.2236910310761882
1.03,-2.5480241660155363,-3.9658030374448514,1.0009805854119107,2.4207060421948565,2.980524912360789,3.6860695290351897,1.6854263704008559,1.2182128058281487
1.04,-2.5444842264105185,-3.965188699642074,0.9976943034085235,2.413285415813443,2.983142753052572,3.693810222605088,1.6804765873598086,1.2127921444302865
1.05,-2.5409835106936822,-3.9645889850345895,0.994453369294569,2.405819823840878,2.985764910999708,3.70161309534891,1.6753911514263886,1.2074309406265609
1.06,-2.537521984759535,-3.9640078285288225,0.9912567232450231,2.3983147712738835,2.988392322109072,3.709471347042465,1.670169161671848,1.2021308744688761
1.07,-2.5340995027337847,-3.9634489782489437,0.9881031790994294,2.3907758848503207,2.99102588154635,3.717378011017576,1.6648102390756,1.1968933983967658
1.08,-2.530715805944525,-3.9629159634118682,0.9849914312289431,2.383208877564567,2.9936664372725237,3.72532599713433,1.659314540613743,1.1917197254783045
1.09,-2.5273705233687846,-3.9624120644196448,0.9819200632860889,2.375619510722697,2.996314784154804,3.7333081380148037,1.653682765846699,1.1866108202051746
1.1,-2.524063173612233,-3.9619402859292445,0.978887558708433,2.3680135543375953,2.9989716587894084,3.74131723758163,1.647916155652373,1.1815673921675163
1.11,-2.5207931684301297,-3.9615033335844916,0.9758923127847291,2.3603967467419933,3.0016377351550108,3.7493461208398995,1.6420164829987487,1.1765898928489484
1.12,-2.517559817745814,-3.961103594986534,0.9729326460361124,2.352774754337812,3.004313621191412,3.7573876837808315,1.6359860359089329,1.171678515683248
1.13,-2.514362336072193,-3.960743125343414,0.9700068186190423,2.3451531323999344,3.006999856369173,3.765434942275047,1.6298275930274102,1.1668331994071208
1.14,-2.5111998501947914,-3.960423638083605,0.9671130454237183,2.3375372878113163,3.0096969102843243,3.7734810788631026,1.6235443924337927,1.162053634634474
1.15,-2.5080714079346818,-3.9601465005519794,0.9642495115234677,2.3299324445268996,3.0124051822795783,3.781519486438533,1.617140094556018,1.157339273472997
1.16,-2.5049759877782325,-3.95991273473942,0.9614143876278662,2.3223436124516055,3.015125002061668,3.7895438079478794,1.6106187401977368,1.1526893419096045
1.17,-2.501912509139614,-3.9597230228386056,0.958605845204751,2.3147755602803506,3.017856631255199,3.7975479713941653,1.6039847048069071,1.148102854612446
1.18,-2.498879843012045,-3.9595777172769746,0.9558220709623495,2.307232792694614,3.0206002658082767,3.8055262196142086,1.597242650170742,1.1435786317373922
1.19,-2.4958768227647763,-3.959476854760146,0.9530612804202133,2.2997195321501307,3.0233560391452015,3.8134731344944575,1.5903974747265195,1.1391153172883088
1.2,-2.492902254853862,-3.9594201737697112,0.9503217303435787,2.2922397053330528,3.0261240259473925,3.8213836554832556,1.583454263632408,1.1347113985635007
1.21,-2.4899549292344587,-3.959407134900504,0.9476017298669903,2.284796934215552,3.0289042464356144,3.829253092439406,1.5764182396544324,1.1303652262243808
1.22,-2.4870336292887503,-3.9594369433941305,0.9448996501862902,2.277394531512912,3.03169667102429,3.8370771330191977,1.5692947158041115,1.1260750345444388
1.23,-2.484137141114581,-3.9595085732255866,0.942213932750437,2.2700355002372388,3.03450122522165,3.844851844940663,1.562089050516313,1.121838961433662
1.24,-2.481264262053316,-3.959620792124679,0.9395430959335596,2.2627225369605997,3.037317794656842,3.8525736735711233,1.5548066059988137,1.1176550678819819
1.25,-2.4784138083693916,-3.9597721869589817,0.9368857402112365,2.255458038343318,3.040146230125966,3.8602394353608473,1.5474527102235067,1.1135213565211162
1.26,-2.4755846220267492,-3.959961188965137,0.934240551901905,2.248244110450295,3.0429863525622225,3.867846307692689,1.5400326228724783,1.1094357890635942
1.27,-2.4727755765375066,-3.960186098385234,0.9316063055638595,2.2410825803673475,3.0458379578500407,3.875391815737382,1.5325515054068932,1.1053963024374334
1.28,-2.4699855818848704,-3.960445108139939,0.9289818651603349,2.233975009637451,3.0487008214182088,3.8828738169003234,1.5250143952975512,1.1014008234920802
1.29,-2.4672135885448063,-3.9607363262458297,0.9263661841200014,2.226922709059861,3.0515747025619713,3.8902904834224583,1.5174261843460697,1.0974472822037327
1.3,-2.4644585906491283,-3.9610577967574745,0.9237583044284537,2.219926754429593,3.054459348458137,3.897640283659827,1.5097916009362318,1.0935336233545436
1.31,-2.4617196283464726,-3.9614075190827087,0.9211573548888297,2.212988002837025,3.057354497850049,3.9049219625177827,1.5021151959860721,1.0896578166996567
1.32,-2.458995789427342,-3.9617834655803654,0.9185625486875156,2.2061071091942495,3.060259884390527,3.912134521460913,1.4944013323216487,1.0858178656682127
1.33,-2.4562862102854233,-3.962183597402494,0.9159731803950063,2.1992845427033836,3.0631752396404712,3.9192771984617623,1.486654177161312,1.0820118146695579
1.34,-2.4535900762902374,-3.9626058785873397,0.9133886225233465,2.192520603030158,3.0661002957286594,3.9263494481933887,1.4788776973823414,1.0782377550943019
1.35,-2.4509066216463635,-3.9630482884451874,0.9108083217510856,2.18581543599198,3.0690347876844934,3.9333509227148657,1.4710756572375463,1.074493830112317
1.36,-2.44823512881257,-3.963508832307049,0.9082317949150848,2.179169048612109,3.0719784554601324,3.9402814528465986,1.4632516181953068,1.0707782383770175
1.37,-2.4455749275506724,-3.9639855507267656,0.9056586248564759,2.1725813234298004,3.0749310456617773,3.9471410303849015,1.4554089405901764,1.0670892367481601
1.38,-2.4429253936692836,-3.964476527241332,0.9030884561960821,2.1660520319898984,3.0778923130120166,3.953929791263194,1.4475507867904047,1.0634251421448113
1.39,-2.4402859475222276,-3.9649798948029797,0.9005209911030659,2.1595808474642104,3.0808620215663134,3.9606479997307305,1.4396801256117,1.0597843326367926
1.4,-2.4376560523155932,-3.9654938410007636,0.897955985109735,2.1531673563812705,3.083839945707063,3.9672960335888394,1.4317997377316567,1.0561652478775863
1.41,-2.4350352122714662,-3.96601661218992,0.8953932430155007,2.1468110694610023,3.0868258709383865,3.973874370499016,1.4239122218852442,1.0525663889749406
1.42,-2.432422970690508,-3.9665465166449576,0.8928326149140363,2.1405114315667246,3.089819594504054,3.980383575356427,1.4160200016476066,1.0489863178877956
1.43,-2.4298189079499184,-3.967081926847959,0.8902739923697693,2.134267830799339,3.0928209258498427,3.9868242887059986,1.408125332635408,1.0454236564300787
1.44,-2.427222639468017,-3.967621281017576,0.8877173047629573,2.1280796067678303,3.095829686950277,3.993197216165703,1.4002303099815634,1.0418770849537167
1.45,-2.4246338136617682,-3.9681630839771946,0.88516251581669,2.121946058076863,3.098845712518214,3.9995031188124615,1.3923368759600578,1.038345340775151
1.46,-2.422052109919139,-3.968705907453119,0.8826096203141756,2.115866449076697,3.1018688501141862,4.005742804479656,1.384446827657504,1.034827216401895
1.47,-2.419477236604174,-3.9692483898857662,0.8800586410105202,2.1098400159232416,3.1048989601708215,4.011917119911185,1.3765618246060163,1.031321557608378
1.48,-2.4169089291091392,-3.9697892358289826,0.8775096257398198,2.103865971997215,3.107935915946131,4.018026943714833,1.3686833963079017,1.0278272614035635
1.49,-2.4143469479649844,-3.9703272150049003,0.8749626447156525,2.0979435127313435,3.1109796034179613,4.024073180057071,1.3608129495966452,1.0243432739266367
1.5,-2.4117910770186963,-3.9708611610744273,0.8724177880209131,2.0920718198936044,3.1140299211305087,4.0300567530419675,1.3529517757908145,1.020868588301477
1.51,-2.4092411216838063,-3.9713899701765105,0.8698751632812828,2.08625006537294,3.117086780002483,4.035978601718328,1.3451010576079456,1.0174022424756233
1.52,-2.4066969072683655,-3.9719125992828945,0.8673348935154003,2.0804774145117872,3.1201501031053143,4.0418396756613095,1.33726187581437,1.0139433170650123
1.53,-2.4041582773830594,-3.9724280644091676,0.8647971151539284,2.074753029027368,3.1232198254186865,4.047640931077342,1.3294352155944356,1.010490933221876
1.54,-2.4016250924307685,-3.9729354387174944,0.8622619762191359,2.069076069561104,3.126295893569704,4.053383327384073,1.3216219726288392,1.0070442505397885
1.55,-2.399097228177764,-3.9734338505415545,0.8597296346562758,2.0634456978928006,3.1293782655610993,4.059067824220154,1.3138229588769472,1.0036024650069135
1.56,-2.3965745744058196,-3.973922481359834,0.8572002568079009,2.0578610788535396,3.1324669104931098,4.064695378842811,1.306038908062205,1.0001648070159872
1.57,-2.3940570336437963,-3.9744005637395197,0.8546740160222696,2.0523213819685235,3.1355618082829375,4.070266943874302,1.2982704808631242,0.9967305394374126
1.58,-2.3915445199766956,-3.9748673792697766,0.8521510913871289,2.046825782858512,3.138662949385105,4.075783465361468,1.2905182698150306,0.993298955760026
1.59,-2.389036957929736,-3.9753222565001636,0.8496316665803857,2.041373464425987,3.1417703345154706,4.0812458811155325,1.2827828039298426,0.9898693783025666
1.6,-2.386534281424692,-3.975764568897246,0.8471159288294733,2.0359636178498213,3.1448839743812056,4.08665511930221,1.275064553042739,0.9864411564976052
1.61,-2.3840364328055146,-3.976193732830153,0.8446040679715604,2.0305954434099887,3.1480038894186237,4.092012097254816,1.2673639318957308,0.9830136652486382
1.62,-2.3815433619300883,-3.976609205593788,0.8420962756071293,2.0252681511617956,3.151130109540407,4.0973177204856475,1.2596813039689683,0.9795863033601921
1.63,-2.379055025324916,-3.977010483476662,0.8395927443398419,2.0199809614771786,3.154262673893474,4.1025728818732325,1.2520169850711258,0.9761584920400915
1.64,-2.376571385399474,-3.9773970998787944,0.8370936670960205,2.0147331054688435,3.157401630628474,4.107778461005238,1.2443712467004986,0.9727296734724887
1.65,-2.3740924097169978,-3.9777686234838514,0.8345992365174775,2.009523825311401,3.1605470366816864,4.112935323658831,1.2367443191885326,0.9692993094598209
1.66,-2.3716180703185046,-3.978124656488587,0.8321096444218291,2.0043523744721674,3.163698957569907,4.118044321402124,1.2291363946374503,0.9658668801315297
1.67,-2.3691483430969194,-3.978464832891703,0.8296250813248245,1.9992180178629404,3.166857467198764,4.123106291302048,1.221547629663459,0.9624318827171296
1.68,-2.3666832072182693,-3.978788816843482,0.8271457360196005,1.9941200319228478,3.1700226476847724,4.128122055725497,1.2139781479567513,0.9589938303810392
1.69,-2.3642226445870067,-3.9790963010568587,0.8246717952081388,1.9890577046412412,3.173194589191336,4.133092422222014,1.2064280426691716,0.955552251116469
1.7,-2.361766639352641,-3.9793870052800666,0.8222034431805498,1.9840303355286146,3.1763733897788167,4.138018183477532,1.1988973786400279,0.9521066866955952
1.71,-2.3593151774549788,-3.97966067483053,0.8197408615381397,1.9790372355426236,3.1795591552687315,4.142900117329841,1.1913861944701034,0.9486566916732184
1.72,-2.3568682462053956,-3.979917079189303,0.8172842289565279,1.974077726975466,3.182751999122076,4.147738986837488,1.1838945044534708,0.9452018324411099
1.73,-2.3544258339016877,-3.980156010655053,0.8148337209853759,1.9691511433081577,3.1859520423317416,4.152535540394713,1.1764223003762544,0.9417416863302771
1.74,-2.351987929474187,-3.9803772830563493,0.812389509881566,1.9642568290365892,3.1891594133289596,4.15729051188592,1.168969553191016,0.9382758407584304
1.75,-2.349554522160937,-3.9805807305208267,0.8099517644729206,1.9593941394736554,3.192374247903681,4.162004620873861,1.1615362145749804,0.934803892419995
1.76,-2.3471256012098634,-3.980766206299643,0.8075206500497984,1.9545624405312387,3.1955966891388043,4.166678572816458,1.154122218379858,0.9313254465160897
1.77,-2.344701155605973,-3.9809335816455538,0.8050963282821244,1.9497611084853534,3.1988268873581354,4.171313059307726,1.146727481980582,0.9278401160219801
1.78,-2.3422811738217595,-3.9810827447428383,0.8026789571596165,1.9449895297273478,3.202065000087987,4.17590875833884,1.1393519075298417,0.924347520989599
1.79,-2.339865643589072,-3.981213599687273,0.8002686909531695,1.9402471005036885,3.2053111920323123,4.180466334575865,1.131995383124889,0.9208472878828273
1.8,-2.337454551690841,-3.9813260655143092,0.79786568019553,1.9355332266465242,3.2085656350612886,4.18498643965108,1.124657783892688,0.9173390489433184
1.81,-2.3350478837711317,-3.981420075273613,0.7954700716795643,1.9308473232969312,3.211828508213276,4.189469712465244,1.1173389729991114,0.9138224415847497
1.82,-2.3326456241621054,-3.9814955751481227,0.793082008472577,1.9261888146224873,3.215099997710089,4.1939167794984495,1.1100388025875265,0.9102971078134763
1.83,-2.330247755726564,-3.981552523615804,0.7907016299452732,1.921557133530586,3.218380296985548,4.198328255127569,1.1027571146517705,0.9067626936736588
1.84,-2.3278542597148224,-3.981590890652304,0.7883290718140955,1.916951721378701,3.2216696067272848,4.202704741948525,1.0954937418482065,0.9032188487150262
1.85,-2.325465115634759,-3.981610656972754,0.7859644661957864,1.9123720276826282,3.2249681349318164,4.207046831101884,1.0882485082512445,0.8996652254815245
